57,1
61,1
67,1
78,1
80,1
91,1
12,2
63,2
69,2
77,2
90,2
30,3
70,3
89,3
38,4
64,4
71,4
21,5
25,5
36,5
40,5
69,5
25,6
40,6
18,7
22,7
26,7
39,7
73,7
94,7
95,7
13,8
20,8
27,8
40,8
52,8
65,8
96,8
97,8
100,8
10,9
29,9
42,9
9,10
11,10
15,10
22,10
25,10
28,10
29,10
33,10
34,10
35,10
37,10
42,10
55,10
56,10
58,10
59,10
65,10
75,10
78,10
85,10
100,10
10,11
15,11
25,11
34,11
35,11
2,12
19,12
63,12
69,12
77,12
78,12
81,12
96,12
8,13
37,13
48,13
50,13
62,13
87,13
38,14
51,14
10,15
11,15
33,15
34,15
56,15
47,17
57,17
72,17
74,17
78,17
7,18
22,18
26,18
73,18
82,18
12,19
63,19
69,19
77,19
8,20
25,20
27,20
38,20
52,20
96,20
100,20
5,21
25,21
40,21
44,21
51,21
7,22
10,22
18,22
26,22
39,22
46,23
64,23
66,23
70,23
84,23
89,23
93,23
99,23
38,24
48,24
51,24
54,24
96,24
5,25
6,25
10,25
11,25
20,25
21,25
28,25
36,25
40,25
44,25
56,25
74,25
75,25
76,25
78,25
89,25
93,25
7,26
18,26
22,26
39,26
73,26
82,26
94,26
95,26
8,27
20,27
96,27
10,28
25,28
9,29
10,29
34,29
38,29
69,29
3,30
64,30
66,30
70,30
93,30
60,31
86,31
88,31
92,31
38,32
51,32
10,33
15,33
10,34
11,34
15,34
29,34
35,34
75,34
78,34
85,34
10,35
11,35
34,35
85,35
5,36
25,36
10,37
13,37
49,37
50,37
62,37
87,37
4,38
14,38
20,38
24,38
29,38
32,38
51,38
53,38
54,38
63,38
68,38
76,38
78,38
87,38
95,38
98,38
99,38
7,39
22,39
26,39
73,39
82,39
94,39
5,40
6,40
8,40
21,40
25,40
44,40
54,40
57,40
69,41
77,41
9,42
10,42
56,42
69,42
48,43
87,43
21,44
25,44
40,44
48,45
50,45
62,45
87,45
23,46
66,46
17,47
78,47
91,47
13,48
24,48
43,48
45,48
50,48
59,48
87,48
37,49
50,49
59,49
13,50
37,50
45,50
48,50
49,50
58,50
59,50
14,51
21,51
24,51
32,51
38,51
53,51
54,51
68,51
76,51
98,51
8,52
20,52
96,52
38,53
51,53
24,54
38,54
40,54
51,54
76,54
10,55
56,55
85,55
10,56
15,56
25,56
42,56
55,56
1,57
17,57
40,57
61,57
67,57
71,57
72,57
74,57
78,57
79,57
91,57
10,58
50,58
10,59
48,59
49,59
50,59
84,59
87,59
31,60
86,60
88,60
1,61
57,61
74,61
78,61
79,61
13,62
37,62
45,62
2,63
12,63
19,63
38,63
69,63
77,63
81,63
90,63
4,64
23,64
30,64
66,64
77,64
93,64
99,64
8,65
10,65
23,66
30,66
46,66
64,66
70,66
80,66
84,66
93,66
99,66
1,67
57,67
78,67
91,67
38,68
51,68
2,69
5,69
12,69
19,69
29,69
41,69
42,69
63,69
77,69
81,69
90,69
3,70
23,70
30,70
66,70
84,70
89,70
93,70
99,70
4,71
57,71
78,71
93,71
17,72
57,72
77,72
78,72
7,73
18,73
26,73
39,73
95,73
17,74
25,74
57,74
61,74
78,74
79,74
10,75
25,75
34,75
25,76
38,76
51,76
54,76
2,77
12,77
19,77
41,77
63,77
64,77
69,77
72,77
81,77
90,77
1,78
10,78
12,78
17,78
25,78
34,78
38,78
47,78
57,78
61,78
67,78
71,78
72,78
74,78
79,78
84,78
91,78
57,79
61,79
74,79
78,79
1,80
66,80
84,80
99,80
12,81
63,81
69,81
77,81
18,82
26,82
39,82
86,83
88,83
92,83
23,84
59,84
66,84
70,84
78,84
80,84
93,84
99,84
10,85
34,85
35,85
55,85
31,86
60,86
83,86
88,86
92,86
13,87
37,87
38,87
43,87
45,87
48,87
59,87
31,88
60,88
83,88
86,88
3,89
23,89
25,89
70,89
93,89
2,90
63,90
69,90
77,90
1,91
47,91
57,91
67,91
78,91
31,92
83,92
86,92
23,93
25,93
30,93
64,93
66,93
70,93
71,93
84,93
89,93
99,93
7,94
26,94
39,94
7,95
26,95
38,95
73,95
8,96
12,96
20,96
24,96
27,96
52,96
100,96
8,97
100,97
38,98
51,98
23,99
38,99
64,99
66,99
70,99
80,99
84,99
93,99
8,100
10,100
20,100
96,100
97,100
