2,1
19,1
26,1
27,1
29,1
45,1
59,1
60,1
63,1
67,1
78,1
80,1
1,2
19,2
26,2
27,2
29,2
4,3
37,3
42,3
3,4
7,4
8,4
10,4
18,4
26,4
36,4
37,4
39,4
42,4
55,4
61,4
64,4
65,4
68,4
74,4
77,4
85,4
95,4
13,5
31,5
70,5
42,6
51,6
4,7
51,7
52,7
55,7
57,7
4,8
34,8
52,8
55,8
57,8
76,8
94,8
40,9
51,9
66,9
95,9
4,10
37,10
39,10
40,10
42,10
64,10
68,10
77,10
12,11
21,11
27,11
44,11
46,11
81,11
88,11
93,11
99,11
100,11
11,12
93,12
100,12
5,13
18,13
25,13
69,13
70,13
84,13
92,13
21,14
48,14
82,14
56,15
68,15
85,15
31,16
26,17
27,17
87,17
4,18
13,18
69,18
1,19
2,19
26,19
27,19
29,19
44,19
26,20
27,20
89,20
11,21
14,21
48,21
82,21
40,22
51,22
91,22
95,22
26,23
49,23
56,23
68,23
32,24
40,24
51,24
95,24
13,25
26,25
33,25
70,25
71,25
73,25
77,25
84,25
92,25
96,25
1,26
2,26
4,26
17,26
19,26
20,26
23,26
25,26
27,26
29,26
34,26
45,26
59,26
60,26
66,26
67,26
78,26
80,26
89,26
91,26
1,27
2,27
11,27
17,27
19,27
20,27
26,27
29,27
45,27
55,27
59,27
60,27
67,27
78,27
80,27
40,28
51,28
63,28
95,28
1,29
2,29
19,29
26,29
27,29
34,29
55,29
60,29
31,30
37,30
74,30
83,30
94,30
5,31
16,31
30,31
40,31
41,31
55,31
62,31
63,31
68,31
74,31
75,31
83,31
94,31
24,32
51,32
91,32
25,33
55,33
73,33
8,34
26,34
29,34
55,34
57,34
71,34
40,35
47,35
51,35
63,35
86,35
4,36
54,36
69,36
73,36
92,36
3,37
4,37
10,37
30,37
39,37
42,37
51,37
57,37
61,37
64,37
77,37
66,38
79,38
87,38
4,39
10,39
37,39
42,39
51,39
64,39
77,39
9,40
10,40
22,40
24,40
28,40
31,40
35,40
51,40
58,40
63,40
72,40
95,40
99,40
31,41
74,41
3,42
4,42
6,42
10,42
37,42
39,42
56,42
64,42
77,42
78,42
48,43
68,43
76,43
11,44
19,44
46,44
81,44
88,44
93,44
1,45
26,45
27,45
89,45
11,46
44,46
68,46
81,46
93,46
35,47
51,47
14,48
21,48
43,48
49,48
53,48
55,48
76,48
82,48
90,48
23,49
48,49
56,49
68,49
68,50
80,50
6,51
7,51
9,51
22,51
24,51
28,51
32,51
35,51
37,51
39,51
40,51
47,51
55,51
57,51
58,51
63,51
72,51
86,51
91,51
95,51
7,52
8,52
55,52
57,52
48,53
90,53
36,54
69,54
73,54
77,54
84,54
92,54
4,55
7,55
8,55
27,55
29,55
31,55
33,55
34,55
48,55
51,55
52,55
57,55
71,55
74,55
97,55
15,56
23,56
42,56
49,56
68,56
7,57
8,57
34,57
37,57
51,57
52,57
55,57
71,57
40,58
51,58
63,58
91,58
1,59
26,59
27,59
78,59
80,59
83,59
1,60
26,60
27,60
29,60
78,60
80,60
4,61
37,61
64,61
77,61
31,62
75,62
1,63
28,63
31,63
35,63
40,63
51,63
58,63
91,63
95,63
4,64
10,64
37,64
39,64
42,64
61,64
77,64
4,65
66,65
87,65
9,66
26,66
38,66
65,66
79,66
87,66
1,67
26,67
27,67
74,67
4,68
10,68
15,68
23,68
31,68
43,68
46,68
49,68
50,68
56,68
71,68
13,69
18,69
36,69
54,69
70,69
84,69
92,69
96,69
5,70
13,70
25,70
69,70
73,70
84,70
92,70
25,71
34,71
55,71
57,71
68,71
40,72
51,72
95,72
25,73
33,73
36,73
54,73
70,73
84,73
92,73
4,74
30,74
31,74
41,74
55,74
67,74
75,74
83,74
94,74
31,75
62,75
74,75
83,75
94,75
8,76
43,76
48,76
4,77
10,77
25,77
37,77
39,77
42,77
54,77
61,77
64,77
80,77
86,77
1,78
26,78
27,78
42,78
59,78
60,78
89,78
38,79
66,79
87,79
98,79
1,80
26,80
27,80
50,80
59,80
60,80
77,80
11,81
44,81
46,81
100,81
14,82
21,82
48,82
90,82
95,82
30,83
31,83
59,83
74,83
75,83
13,84
25,84
54,84
69,84
70,84
73,84
96,84
4,85
15,85
35,86
51,86
77,86
91,86
17,87
38,87
65,87
66,87
79,87
98,87
11,88
44,88
20,89
26,89
45,89
78,89
48,90
53,90
82,90
22,91
26,91
32,91
51,91
58,91
63,91
86,91
95,91
13,92
25,92
36,92
54,92
69,92
70,92
73,92
96,92
11,93
12,93
44,93
46,93
8,94
30,94
31,94
74,94
75,94
4,95
9,95
22,95
24,95
28,95
40,95
51,95
63,95
72,95
82,95
91,95
25,96
69,96
84,96
92,96
55,97
79,98
87,98
11,99
40,99
11,100
12,100
81,100
